"id","advice","adviceLastChangedAt","bonus","bonusLastChangedAt","endReason","endReasonLastChangedAt","ended","endedLastChangedAt","exitStep","exitStepLastChangedAt","exitSurvey","exitSurveyLastChangedAt","gameID","gameIDLastChangedAt","intro","introLastChangedAt","introDone","introDoneLastChangedAt","participantID","participantIDLastChangedAt","participantIdentifier","participantIdentifierLastChangedAt","treatment","treatmentLastChangedAt","treatmentName","treatmentNameLastChangedAt","urlParams","urlParamsLastChangedAt","writtenPlan","writtenPlanLastChangedAt","exitStepDone","exitStepDoneLastChangedAt"
"01KG2J2PQH1493YT5EHMYSPZ5P","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-28T15:06:46.416946152Z",149,"2026-01-28T15:14:55.845810977Z","","","game ended","2026-01-28T15:15:27.639114518Z",1,"2026-01-28T15:16:54.769475787Z","{""adviceFollowed"":""YES, WE BOTH FOLLOWED THE ADVICE WELL"",""partnerAdvice"":"""",""feedback"":""NO""}","2026-01-28T15:16:54.738906467Z","01KG2HAECPM7PNWB7DP32J3CT1","2026-01-28T15:06:57.337601741Z",3,"2026-01-28T15:06:46.794154592Z","true","2026-01-28T15:08:36.289406687Z","01KG2J2NAFCWKE5MTH12GFZGQM","2026-01-28T15:03:18.001558458Z","6720ff581ec732088e60b353","2026-01-28T15:03:18.001558458Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}","2026-01-28T15:03:18.016017244Z","CG_selfish","2026-01-28T15:03:18.016017244Z","{""PROLIFIC_PID"":""6720ff581ec732088e60b353"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697a249c9f1d8de425c4cb51""}","2026-01-28T15:03:21.112319974Z","{""plan"":""IS TO GET THE BEST SPORT BUT DIFFERENT TO PARTNER""}","2026-01-28T15:08:36.281277674Z",NA,NA
"01KG2FG46DHKPJY2DA66AE2NKV","{""advice"":""Try to find an outcome that's fair for both of you.""}","2026-01-28T14:21:05.144553165Z",144,"2026-01-28T14:24:25.537934843Z","","","game ended","2026-01-28T14:24:47.941924312Z",1,"2026-01-28T14:25:21.629975327Z","{""adviceFollowed"":"""",""partnerAdvice"":""Play for yourself!"",""feedback"":""no""}","2026-01-28T14:25:21.623124961Z","01KG2EX7B2RDDC05XWYRVV83Q7","2026-01-28T14:21:06.113132743Z",3,"2026-01-28T14:21:05.29089082Z","true","2026-01-28T14:22:02.392704029Z","01KG2FG3KJEMYZ62HGW2359TMY","2026-01-28T14:18:12.045168048Z","5eccd97f6ce039000b2a61f2","2026-01-28T14:18:12.045168048Z","{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-28T14:18:12.050659915Z","noCG_cooperate","2026-01-28T14:18:12.050659915Z","{""PROLIFIC_PID"":""5eccd97f6ce039000b2a61f2"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697a1a76982e3c7e05100492""}","2026-01-28T14:18:12.370029053Z","{""plan"":""I will try to make the highest earnings for myself I don't care for the other player!""}","2026-01-28T14:22:02.385456413Z",NA,NA
"01KG2HRJ845738XNRQXEVWQ4F9","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-28T14:59:29.19802573Z",139,"2026-01-28T15:02:32.788640185Z","","","game ended","2026-01-28T15:02:53.796017981Z",1,"2026-01-28T15:03:22.33219674Z","{""adviceFollowed"":""He followed the advice of the other person and tried to get the most for themselves"",""partnerAdvice"":"""",""feedback"":""""}","2026-01-28T15:03:22.323071379Z","01KG2HAAFQS07NM7VDRPFXCADF","2026-01-28T15:00:05.998671941Z",3,"2026-01-28T14:59:29.204603686Z","true","2026-01-28T15:00:19.106408605Z","01KG2HRJ1HEY7FFTPDV91TKWTF","2026-01-28T14:57:45.732193069Z","647652cb5644044df439e1fb","2026-01-28T14:57:45.732193069Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}","2026-01-28T14:57:45.744287583Z","CG_selfish","2026-01-28T14:57:45.744287583Z","{""PROLIFIC_PID"":""647652cb5644044df439e1fb"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697a23d1010e80aba7324854""}","2026-01-28T14:57:45.870770808Z","{""plan"":""I plan to park in different spots with the same color to try and keep it fair""}","2026-01-28T15:00:19.112918807Z",NA,NA
"01KG2F5WPRCQT0Q9DB5XSAE2B6","{""advice"":""Try to find an outcome that's fair for both of you.""}","2026-01-28T14:14:30.692535048Z",93,"2026-01-28T14:19:17.660093736Z","","","game ended","2026-01-28T14:19:43.506203757Z",1,"2026-01-28T14:20:25.636991784Z","{""adviceFollowed"":"""",""partnerAdvice"":""I am not sure."",""feedback"":""I had to reload the page once.""}","2026-01-28T14:20:25.634641931Z","01KG2EWRCNJXTQXN5ZVGE1H4ZP","2026-01-28T14:16:52.920925111Z",3,"2026-01-28T14:14:30.691954725Z","true","2026-01-28T14:17:10.806179095Z","01KG2F5W702SXMK52K4XX187R1","2026-01-28T14:12:36.696365003Z","6925a1101138104391986b37","2026-01-28T14:12:36.696365003Z","{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-28T14:12:36.70057198Z","noCG_cooperate","2026-01-28T14:12:36.70057198Z","{""PROLIFIC_PID"":""6925a1101138104391986b37"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697a191f6f92d7ac0189a3f4""}","2026-01-28T14:12:37.003960712Z","{""plan"":""Park in yellow spots make same earnings for both of us, but only if we both choose different letter. Choosing violet spots make more for one and less for other player.""}","2026-01-28T14:17:10.807098364Z",NA,NA
"01KG2FWSF43EPBRV9PB2ZY99YG","{""advice"":""Try to find an outcome that's fair for both of you.""}","2026-01-28T14:28:52.454510227Z",150,"2026-01-28T14:43:43.211907735Z","","","game ended","2026-01-28T14:44:06.777656317Z",1,"2026-01-28T14:44:44.879231409Z","{""adviceFollowed"":"""",""partnerAdvice"":""I think my partner probably received advice to focus on maximizing points or staying consistent with one option, because they often repeated the same choice across rounds. It seemed like they were trying to follow a simple strategy rather than adapting too much."",""feedback"":""The instructions were clear and the game was easy to understand after a few rounds. One small improvement could be showing the partner’s previous choice more clearly, so coordination becomes easier and faster. Overall, the experience was smooth and engaging.""}","2026-01-28T14:44:44.875801117Z","01KG2EXAF253ZCQTE2KS8S8YQ2","2026-01-28T14:28:04.181980774Z",3,"2026-01-28T14:28:52.755098585Z","true","2026-01-28T14:33:59.3562385Z","01KG2FWR6YRDA23S1491BTSFEG","2026-01-28T14:25:07.044728873Z","68f11a728e512a0d1123876a","2026-01-28T14:25:07.044728873Z","{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-28T14:25:07.052445116Z","noCG_cooperate","2026-01-28T14:25:07.052445116Z","{""PROLIFIC_PID"":""68f11a728e512a0d1123876a"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697a1bd59d7f588382f0a71a""}","2026-01-28T14:25:07.675081357Z","{""plan"":""I plan to avoid choosing the same spot as my partner and try to line up on the same color so we can earn the bonus together. I’ll look for a fair balance where both of us benefit, rather than only focusing on my own score. If my partner plays differently, I’ll adapt and try to keep coordination smooth so we can maximize our overall earnings.""}","2026-01-28T14:33:59.358639408Z",NA,NA
"01KG2F1NBGR5SDTPBBX4AHESZR","{""advice"":""Try to find an outcome that's fair for both of you.""}","2026-01-28T14:12:37.935320732Z",144,"2026-01-28T14:19:24.286004759Z","","","game ended","2026-01-28T14:19:50.761243422Z",1,"2026-01-28T14:20:08.630700979Z","{""adviceFollowed"":"""",""partnerAdvice"":""the same advice as me"",""feedback"":""""}","2026-01-28T14:20:08.521053201Z","01KG2EWQ34W84TRCM9SJX7WW6H","2026-01-28T14:12:53.408308436Z",3,"2026-01-28T14:12:38.045201016Z","true","2026-01-28T14:14:05.043068436Z","01KG2F1MY2KBCS2GE6QSZQWREW","2026-01-28T14:10:18.096900249Z","5d08c65a6bf345001a52f4b1","2026-01-28T14:10:18.096900249Z","{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-28T14:10:18.10237615Z","noCG_cooperate","2026-01-28T14:10:18.10237615Z","{""PROLIFIC_PID"":""5d08c65a6bf345001a52f4b1"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697a18a6d40f2dacd8190cca""}","2026-01-28T14:10:18.326505776Z","{""plan"":""My game plan is to avoid collusions, try to match colours for bonus when possible, and apart choice based on my partners behaviour. ""}","2026-01-28T14:14:04.934590897Z",NA,NA
"01KG2F7YZY76HSFV3VAWRNCVMC","{""advice"":""Try to find an outcome that's fair for both of you.""}","2026-01-28T14:15:21.295635357Z",280,"2026-01-28T14:20:27.695399008Z","","","game ended","2026-01-28T14:20:40.973449638Z",1,"2026-01-28T14:21:08.758985965Z","{""adviceFollowed"":"""",""partnerAdvice"":""try to stick to the same spot which helps your partner know what space and colour to go with"",""feedback"":""""}","2026-01-28T14:21:08.756946725Z","01KG2EWRH89R7Q3JDEHPHT2YQS","2026-01-28T14:17:10.816533307Z",3,"2026-01-28T14:15:21.294901567Z","true","2026-01-28T14:17:27.142290823Z","01KG2F7YJKPYVH3XDY39K45SWJ","2026-01-28T14:13:44.574360152Z","5cf510ccb0bafb00161ffd56","2026-01-28T14:13:44.574360152Z","{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-28T14:13:44.57899479Z","noCG_cooperate","2026-01-28T14:13:44.57899479Z","{""PROLIFIC_PID"":""5cf510ccb0bafb00161ffd56"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697a1937d5fb2b31a74aa031""}","2026-01-28T14:13:44.833511399Z","{""plan"":""i want to try and go for either of the highest earnings such as B and C, in hope that the other player will go for the opposite one to what i have picked. Another strategy i might try is picking an orange space one time and then the next time picking a blue one ""}","2026-01-28T14:17:27.140935609Z",NA,NA
"01KG2F85BCCZQAQSDVC654H9R0","{""advice"":""Try to find an outcome that's fair for both of you.""}","2026-01-28T14:14:49.946275949Z",247,"2026-01-28T14:19:46.154501448Z","","","game ended","2026-01-28T14:19:56.584368617Z",1,"2026-01-28T14:20:16.486291875Z","{""adviceFollowed"":"""",""partnerAdvice"":""Try to be cooperative?"",""feedback"":""""}","2026-01-28T14:20:16.48866736Z","01KG2EWQW86NTXWV4S8KSC0Z5F","2026-01-28T14:15:07.236846844Z",3,"2026-01-28T14:14:50.024096367Z","true","2026-01-28T14:15:07.771233821Z","01KG2F851HYHYRRMXBZGCVB7TV","2026-01-28T14:13:51.084363625Z","5ced23c585712e00190bd98a","2026-01-28T14:13:51.084363625Z","{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-28T14:13:51.088650347Z","noCG_cooperate","2026-01-28T14:13:51.088650347Z","{""PROLIFIC_PID"":""5ced23c585712e00190bd98a"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697a198103e93a3dee685aa9""}","2026-01-28T14:13:51.256381553Z","{""plan"":""Going to try to cooperate.  We shall see.""}","2026-01-28T14:15:07.777836843Z",NA,NA
"01KG2FG5DRVG1HEQPP7QKASA6Z","{""advice"":""Try to find an outcome that's fair for both of you.""}","2026-01-28T14:19:40.054701446Z",171,"2026-01-28T14:24:25.537934843Z","","","game ended","2026-01-28T14:24:47.941924312Z",1,"2026-01-28T14:25:47.267397897Z","{""adviceFollowed"":"""",""partnerAdvice"":""I don't know but he kept switching even when it was not optimal.  I was trying to stay with the same thing to let him know that I was not going to choose randomly, but he kept bouncing around with no rhyme or reason."",""feedback"":""""}","2026-01-28T14:25:47.265114582Z","01KG2EX7B2RDDC05XWYRVV83Q7","2026-01-28T14:21:06.113132743Z",3,"2026-01-28T14:19:40.094975751Z","true","2026-01-28T14:21:11.594698047Z","01KG2FG5885G0QE8ZYRAKS5300","2026-01-28T14:18:13.304780908Z","5e8bbb3680cbf20986c677e1","2026-01-28T14:18:13.304780908Z","{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-28T14:18:13.310968835Z","noCG_cooperate","2026-01-28T14:18:13.310968835Z","{""PROLIFIC_PID"":""5e8bbb3680cbf20986c677e1"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697a1a86c2eb361e60f0d69b""}","2026-01-28T14:18:13.418738317Z","{""plan"":""I think D is probably the best option, as I see C as the most attractive option.  I would happily give that to my partner in order to get the bonus.""}","2026-01-28T14:21:11.599378598Z",NA,NA
"01KG2GXRAEWPGF00HF58J7ZFW2","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-28T14:45:06.482094637Z",259,"2026-01-28T14:47:45.46278827Z","","","game ended","2026-01-28T14:47:54.522157352Z",1,"2026-01-28T14:48:36.935036582Z","{""adviceFollowed"":"""",""partnerAdvice"":""I think he recieved the advice be to consistent when choosing, it made it predictable to know what he was going to choose and work together."",""feedback"":""""}","2026-01-28T14:48:36.930460109Z","01KG2GQ8Q89C2BR1YJK7VHA1AX","2026-01-28T14:44:49.951603321Z",3,"2026-01-28T14:45:06.740579987Z","true","2026-01-28T14:45:32.456331218Z","01KG2GXPYRN9BZKX5KZ5X13DWX","2026-01-28T14:43:07.21412197Z","5c478dae685da800014c8119","2026-01-28T14:43:07.21412197Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-28T14:43:07.222933699Z","noCG_selfish","2026-01-28T14:43:07.222933699Z","{""PROLIFIC_PID"":""5c478dae685da800014c8119"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697a2058500f5003873ccd79""}","2026-01-28T14:43:07.881918829Z","{""plan"":""I want to work together to get a good bonus for both me and my partner.""}","2026-01-28T14:45:32.192371648Z",NA,NA
"01KG2FAHGMD65KCCK12DJF1MA5","{""advice"":""Try to find an outcome that's fair for both of you.""}","2026-01-28T14:16:41.314627929Z",120,"2026-01-28T14:19:17.660093736Z","","","game ended","2026-01-28T14:19:43.506203757Z",1,"2026-01-28T14:20:20.472621828Z","{""adviceFollowed"":"""",""partnerAdvice"":""I think they received the same advice as i did"",""feedback"":""""}","2026-01-28T14:20:20.471128365Z","01KG2EWRCNJXTQXN5ZVGE1H4ZP","2026-01-28T14:16:52.920925111Z",3,"2026-01-28T14:16:41.315388185Z","true","2026-01-28T14:17:08.864341416Z","01KG2FAHD9B9E6FNKFG84PZ0XY","2026-01-28T14:15:09.076727741Z","69138ed04690ca3fa74ef563","2026-01-28T14:15:09.076727741Z","{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-28T14:15:09.079970109Z","noCG_cooperate","2026-01-28T14:15:09.079970109Z","{""PROLIFIC_PID"":""69138ed04690ca3fa74ef563"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697a1955a6d36945a51bc6fa""}","2026-01-28T14:15:09.207663649Z","{""plan"":""I’ll avoid collisions by choosing a different spot from my partner whenever possible. If I expect us to split, I’ll aim for a same-color pairing to secure the +10 MU bonus on top of earnings. When that seems unlikely, I’ll default to the highest individual payoff spot (C) while\n""}","2026-01-28T14:17:08.865587723Z",NA,NA
"01KG2FBAXJAXHDS11H639YX5KM","{""advice"":""Try to find an outcome that's fair for both of you.""}","2026-01-28T14:16:57.927635026Z",135,"2026-01-28T14:20:09.920245239Z","","","game ended","2026-01-28T14:20:21.442065643Z",1,"2026-01-28T14:21:37.448449309Z","{""adviceFollowed"":"""",""partnerAdvice"":""Probably trying to maximize his MU"",""feedback"":""""}","2026-01-28T14:21:37.446463752Z","01KG2EWRP5M56DESD71W1J6C31","2026-01-28T14:17:27.14955599Z",3,"2026-01-28T14:16:57.929043951Z","true","2026-01-28T14:17:31.581309824Z","01KG2FBA9KB77MZ289M13P2D0G","2026-01-28T14:15:35.090761901Z","5f21ff288900cb4709dd49aa","2026-01-28T14:15:35.090761901Z","{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-28T14:15:35.096077769Z","noCG_cooperate","2026-01-28T14:15:35.096077769Z","{""PROLIFIC_PID"":""5f21ff288900cb4709dd49aa"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697a18a77dfe24c7f7a1f438""}","2026-01-28T14:15:35.377737674Z","{""plan"":""I want to try to get as many MU possible for both of us. ""}","2026-01-28T14:17:31.579829544Z",NA,NA
"01KG2FW999ZWR0CJZXB11W16H9","{""advice"":""Try to find an outcome that's fair for both of you.""}","2026-01-28T14:26:37.146635721Z",220,"2026-01-28T14:31:44.840012014Z","","","game ended","2026-01-28T14:31:56.733956966Z",1,"2026-01-28T14:32:16.615358834Z","{""adviceFollowed"":"""",""partnerAdvice"":""The same advice"",""feedback"":""no""}","2026-01-28T14:32:16.612031144Z","01KG2EX9QVJVXCC30JSRWNFP9B","2026-01-28T14:27:08.312496302Z",3,"2026-01-28T14:26:37.151412518Z","true","2026-01-28T14:27:14.508146354Z","01KG2FW922B4NC45GK0CW3BF4K","2026-01-28T14:24:50.473188232Z","6745d3d2f3e0b61210d42e61","2026-01-28T14:24:50.473188232Z","{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-28T14:24:50.480279418Z","noCG_cooperate","2026-01-28T14:24:50.480279418Z","{""PROLIFIC_PID"":""6745d3d2f3e0b61210d42e61"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697a1c00f2f3f9237fe12d9d""}","2026-01-28T14:24:50.615501034Z","{""plan"":""I'm going to sstart with the orange and hope they think that's the most reasonable. I'll adapt from there""}","2026-01-28T14:27:14.51120821Z",NA,NA
"01KG2GXKKN88WMWJKZ64N187P1","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-28T14:44:12.077059437Z",88,"2026-01-28T14:48:06.417525268Z","","","game ended","2026-01-28T14:48:15.325966209Z",1,"2026-01-28T14:48:26.756528834Z","{""adviceFollowed"":"""",""partnerAdvice"":""Go for the highest and stick with it "",""feedback"":""""}","2026-01-28T14:48:26.751560997Z","01KG2GQ850Q27G63CHA1ZC12GV","2026-01-28T14:44:08.273650117Z",3,"2026-01-28T14:44:12.203968087Z","true","2026-01-28T14:44:49.939604976Z","01KG2GXK59PQM01Q1VESDF16CG","2026-01-28T14:43:02.389839196Z","6043a1dc4c33ef37c64f0812","2026-01-28T14:43:02.389839196Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-28T14:43:02.398698738Z","noCG_selfish","2026-01-28T14:43:02.398698738Z","{""PROLIFIC_PID"":""6043a1dc4c33ef37c64f0812"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697a20597f1b09406a50e24e""}","2026-01-28T14:43:02.635093994Z","{""plan"":""Got to just try and change it up I will do B and alternate the colours ""}","2026-01-28T14:44:49.943054657Z",NA,NA
"01KG2J1GKH2YNYMXEF1MB0HJSS","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-28T15:05:36.062211195Z",271,"2026-01-28T15:09:27.6626505Z","","","game ended","2026-01-28T15:09:44.677902506Z",1,"2026-01-28T15:10:15.468583653Z","{""adviceFollowed"":""Not at all"",""partnerAdvice"":"""",""feedback"":""""}","2026-01-28T15:10:15.45449545Z","01KG2HADS5660G8KTZGRJFCEY7","2026-01-28T15:06:43.516307615Z",3,"2026-01-28T15:05:36.236351832Z","true","2026-01-28T15:06:57.319612028Z","01KG2J1FWKBPZ6TTA40XMNY4DA","2026-01-28T15:02:38.961927722Z","6605852ff5914c22f592a372","2026-01-28T15:02:38.961927722Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}","2026-01-28T15:02:38.974885268Z","CG_selfish","2026-01-28T15:02:38.974885268Z","{""PROLIFIC_PID"":""6605852ff5914c22f592a372"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697a24d0d77d8c05f91f2355""}","2026-01-28T15:02:39.380925272Z","{""plan"":""Try not to park at the same spot, try to park on different colors ""}","2026-01-28T15:06:57.305056474Z",NA,NA
"01KG2F0MW46W7669BXYXXVHARQ","{""advice"":""Try to find an outcome that's fair for both of you.""}","2026-01-28T14:10:44.32336327Z",135,"2026-01-28T14:16:03.751540953Z","","","game ended","2026-01-28T14:16:16.827112861Z",1,"2026-01-28T14:16:54.189465504Z","{""adviceFollowed"":"""",""partnerAdvice"":""To alternate colors but they did not take the advice. "",""feedback"":""Thanks for allowing me to participate!""}","2026-01-28T14:16:54.157076593Z","01KG2EWMFZB1DHVPFWKB1M9G68","2026-01-28T14:09:44.842264005Z",3,"2026-01-28T14:10:44.323635857Z","true","2026-01-28T14:11:12.406306863Z","01KG2F0MQXQR66WKS465Q4F6YK","2026-01-28T14:09:44.836644204Z","671850082109a84899a43a8e","2026-01-28T14:09:44.836644204Z","{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-28T14:09:44.842264005Z","noCG_cooperate","2026-01-28T14:09:44.842264005Z","{""PROLIFIC_PID"":""671850082109a84899a43a8e"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697a18946223cc932097e2eb""}","2026-01-28T14:09:44.932578555Z","{""plan"":""Lets alternate colors you start orange ill start purple? ""}","2026-01-28T14:11:12.406554969Z",NA,NA
"01KG2FE8X64G5XKFEHSDRE7SFE","{""advice"":""Try to find an outcome that's fair for both of you.""}","2026-01-28T14:19:59.51964909Z",141,"2026-01-28T14:25:46.97441462Z","","","game ended","2026-01-28T14:26:10.453830264Z",1,"2026-01-28T14:29:33.507654118Z","{""adviceFollowed"":"""",""partnerAdvice"":""Try to keep it fair and dont focus on one color."",""feedback"":""""}","2026-01-28T14:29:33.509833455Z","01KG2EWRTP31H1KHDJ4717Z9J7","2026-01-28T14:17:35.326343295Z",3,"2026-01-28T14:19:59.52140688Z","true","2026-01-28T14:21:06.10240885Z","01KG2FE81KA435G2XSXXRK7T4B","2026-01-28T14:17:11.334653384Z","664767168f4bcf47044c9194","2026-01-28T14:17:11.334653384Z","{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-28T14:17:11.397335029Z","noCG_cooperate","2026-01-28T14:17:11.397335029Z","{""PROLIFIC_PID"":""664767168f4bcf47044c9194"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697a1a2d9bfca2c755dda894""}","2026-01-28T14:17:11.661605088Z","{""plan"":""Try to find a way to park in C/D every other turn.""}","2026-01-28T14:21:06.104306295Z",NA,NA
"01KG2FV4WF3TK7TXZ9J3CE6CPT","{""advice"":""Try to find an outcome that's fair for both of you.""}","2026-01-28T14:26:55.254745805Z",256,"2026-01-28T14:31:44.840012014Z","","","game ended","2026-01-28T14:31:56.733956966Z",1,"2026-01-28T14:32:32.861168989Z","{""adviceFollowed"":"""",""partnerAdvice"":""Stick to one parking selection "",""feedback"":""""}","2026-01-28T14:32:32.850628145Z","01KG2EX9QVJVXCC30JSRWNFP9B","2026-01-28T14:27:08.312496302Z",3,"2026-01-28T14:26:55.256825148Z","true","2026-01-28T14:28:04.170322944Z","01KG2FV4B2KYNA0XZJ72N8KTM3","2026-01-28T14:24:13.199482832Z","6116875aaf3dfaa62184910a","2026-01-28T14:24:13.199482832Z","{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-28T14:24:13.206039194Z","noCG_cooperate","2026-01-28T14:24:13.206039194Z","{""PROLIFIC_PID"":""6116875aaf3dfaa62184910a"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697a1b48c0c5a1cb3aa15b9f""}","2026-01-28T14:24:13.689719598Z","{""plan"":""Try as much to select slots that can yield the most MU if matching with allocated partner.""}","2026-01-28T14:28:04.015480856Z",NA,NA
"01KG2F1FJEW83PFEWK3AK0HR87","{""advice"":""Try to find an outcome that's fair for both of you.""}","2026-01-28T14:12:32.449390635Z",195,"2026-01-28T14:19:24.286004759Z","","","game ended","2026-01-28T14:19:50.761243422Z",1,"2026-01-28T14:21:51.795691804Z","{""adviceFollowed"":"""",""partnerAdvice"":""i think the advice was to be unpredictable. but in the beginning he was always picking A or B. the he picked C, so since he picked the same as me he went back to A or B. Then all of the sudden he was choosing between A B or D. but never picked C again."",""feedback"":""""}","2026-01-28T14:21:51.793724544Z","01KG2EWQ34W84TRCM9SJX7WW6H","2026-01-28T14:12:53.408308436Z",3,"2026-01-28T14:12:32.453279771Z","true","2026-01-28T14:14:02.142380189Z","01KG2F1C1J3ES12NRXEHSEETG9","2026-01-28T14:10:12.175003948Z","663882a6e24bdb7389a2a9cf","2026-01-28T14:10:12.175003948Z","{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-28T14:10:12.180222658Z","noCG_cooperate","2026-01-28T14:10:12.180222658Z","{""PROLIFIC_PID"":""663882a6e24bdb7389a2a9cf"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697a188fa2e7d05069020c93""}","2026-01-28T14:10:12.513655709Z","{""plan"":""the plan is to pick the top second that will pay more. because i believe my partner would prefer to \""fry a bigger fish\"". ""}","2026-01-28T14:14:02.141707067Z",NA,NA
"01KG2FRD6C1F6YGWY50ENKFEN1","{""advice"":""Try to find an outcome that's fair for both of you.""}","2026-01-28T14:25:46.644940843Z",138,"2026-01-28T14:43:43.211907735Z","","","game ended","2026-01-28T14:44:06.777656317Z",1,"2026-01-28T14:44:51.542885914Z","{""adviceFollowed"":"""",""partnerAdvice"":""not really sure"",""feedback"":""""}","2026-01-28T14:44:51.276514717Z","01KG2EXAF253ZCQTE2KS8S8YQ2","2026-01-28T14:28:04.181980774Z",3,"2026-01-28T14:25:46.642939295Z","true","2026-01-28T14:29:23.690038378Z","01KG2FRC3RA9HM10279CZ489S5","2026-01-28T14:22:43.404152762Z","68cd9a5e271a53bcb2932842","2026-01-28T14:22:43.404152762Z","{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-28T14:22:43.411010453Z","noCG_cooperate","2026-01-28T14:22:43.411010453Z","{""PROLIFIC_PID"":""68cd9a5e271a53bcb2932842"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697a1b583d48672196a5a858""}","2026-01-28T14:22:43.95964516Z","{""plan"":""I would want us to avoid picking the same color so as to avoid the extremes of either the best, getting the bonus or the worst, colliding. I would want us to pick a different color. If there's no communication between us, I would stick to a single color throughout the game to avoid worse possibilities and to maintain consistency\n""}","2026-01-28T14:29:23.692301322Z",NA,NA
